text,text_hash,label,label_predicted,label_triggers,text_hash
I am too in love with the woman I am cheat on my wife with.,1529549898,cheating betrayal,subversion harm,synset-swindle-noun-1 offenses,1529549898
I am too obsess with my partner to the point I already want to marry them after only a few month.,2780898001,betrayal harm,loyalty,synset-spouse-noun-1,2780898001
I am truly convinced I am live in an episode of Twilight Zone.,2876380626,degradation,<no response>,<no response>,2876380626
"I am try really hard to get my unread notification to 1k. Idk why. I am at 764 right now, please comment to help lol.",1206659090,betrayal,care harm,attack please_31010000 assistance help_72000100 synset-help-verb-1,1206659090
I am try to make a beetle juice without people knowing. Went search for the perfect situation to do it.,2039358756,cheating betrayal,<no response>,<no response>,2039358756
I am uncomfortable with my boyfriend friend ask personal question.,884349134,cheating,<no response>,<no response>,884349134
I am unresponsive to my friend that want to hang out often.,2256278904,harm betrayal,<no response>,<no response>,2256278904
I am upset at my girlfriend for leave me alone at her house.,2244416837,harm betrayal,care,synset-house-noun-1,2244416837
I am upset my partner have this convo with his ex in private.,2794001929,harm betrayal,loyalty,synset-spouse-noun-1,2794001929
I am upset that I didn't have that much do for my birthday.,1541608580,harm cheating,<no response>,<no response>,1541608580
"I am upset that my Mum be make false diagnosis about me, and say that my nephew (who she is falsley diagnose with the same thing) be harm his brother.",2447717664,subversion,<damaged>,<damaged>,2447717664
I am upset that my boyfriend break his promise on our date night.,66983811,betrayal,<damaged>,<damaged>,66983811
I am upset that my boyfriend didn't believe I am strand after I lie to him.,3987741215,cheating betrayal,<no response>,<no response>,3987741215
I am upset that my boyfriend keep go on international trip to visit another woman.,3595509316,harm betrayal subversion,care loyalty oppression,synset-visit-verb-1 synset-keep-verb-1,3595509316
I am upset that my boyfriend post meme with joke about be single.,89921411,cheating,<damaged>,<damaged>,89921411
I am upset that my step dad usually bring expired pop to party he host.,2521897394,harm betrayal degradation,harm,expire_48020000 death,2521897394
I am upset that my stepmom go behind my back to fee our cat low quality food.,655170414,harm,care,synset-food-noun-1,655170414
I am upset that the gym I go to open up early only for one person while the rest of us have to wait outside.,238691932,cheating,<no response>,<no response>,238691932
I am upset with my friend for hang out with someone that threaten me.,1644239102,harm betrayal degradation,harm,threaten_31010000 synset-threaten-verb-2,1644239102
I am upset with my friend for lack boundary with my boyfriend.,3147830939,harm,<damaged>,<damaged>,3147830939
I am upset with my girlfriend for I have your ball in my purse joke.,1103632434,harm degradation,care,synset-ball-noun-1,1103632434
I am use my depression to try and make a girl like me use the Nightingale Effect.,2385648787,harm cheating,<no response>,<no response>,2385648787
I am very busy with my life and have a hard time find the time.,3168015848,harm,care,synset-detect-verb-1,3168015848
I am very close to just leave my parent house and not look back.,3820754646,harm betrayal,authority care,synset-parent-noun-1 synset-house-noun-1,3820754646
I amat up a walmart employee because i couldn't find what i want.,4170061586,harm,care,synset-detect-verb-1,4170061586
I amat up the mail lady for forget to deliver my vape juice.,2152076620,degradation harm subversion,<no response>,<no response>,2152076620
"I amcame a criminal mastermind at 19, con $61,000 from high profile criminal and become DarkWeb legend.",48243443,subversion,<damaged>,<damaged>,48243443
I amcome facebook stalk and become obsess with this guy I didn't know 2 year ago.. now befriend him irl.,2427331689,harm,<no response>,<no response>,2427331689
"I amlieve I cause a kid to be a potential school shooter, and im terrified.",3599440488,cheating,care,synset-taw-noun-2,3599440488
I argue with my already-upset wife about our daughter's interest.,250157062,harm,<no response>,<no response>,250157062
I argue with my father because I want to stand up for my elder sister.,1882331384,subversion betrayal,<no response>,<no response>,1882331384
I ask GF to unfollow a guy on Ig who she have an incident with.,2758022571,subversion,harm,catastrophe synset-incident-noun-1,2758022571
I ask for my ex to keep a consistent custody schedule with the kid instead of go out drink.,3612876996,harm betrayal,care oppression,detaining synset-detention-noun-1 synset-keep-verb-1 inhibitmovement,3612876996
"I ask him about the Quran, and he didn't seem to know what it was.",4030338726,cheating,<no response>,<no response>,4030338726
"I ask him to sell an old, unused car to pay for our wedding.",1866142936,cheating,<no response>,<no response>,1866142936
I ask my LDR girlfriend if I could hang out with friend during schedule call time.,2540444927,harm,<no response>,<no response>,2540444927
I ask my Twin sister to live with my mom instead of with me in my mom other House.,3010010382,betrayal,<no response>,<no response>,3010010382
I ask my boyfriend to kick his ex-girlfriend off of his Netflix account.,2841844211,cheating,harm,causeharm kick_23020000,2841844211
I ask my dad to stop talk to my ex husband or cut him (my Dad) out of my life.,434969188,cheating,harm,causeharm synset-cut-verb-1 cut_23020000 experiencebodilyharm,434969188
I ask my father to speak respectfully to me in front of my kid.,3509851768,harm subversion,harm,synset-front-noun-1,3509851768
I ask my girlfriend to not tell her friend about argument we have.,432936925,betrayal,<no response>,<no response>,432936925
I ask my girlfriend to stop discuss our intimate life outside our relationship.,2355240352,degradation,loyalty,synset-intimate-adjectivesatellite-1 socialconnection,2355240352
I ask my if my new girlfriend would shave *down there the first time I go down on her/saw her naked.,4175766341,cheating,care,synset-shave-verb-1 grooming,4175766341
I ask my wife if nearly 2 year how to get her to like live here more than she have.,2823822515,harm betrayal,<no response>,<no response>,2823822515
I ask out a girl who be a best friend of a girl who have crush on me.,790501252,betrayal,<no response>,<no response>,790501252
I ask the tattoo artist to adjust the stensil to the right.,2155550077,harm,<no response>,<no response>,2155550077
I attempt to confront my wife's lover and trespassing in his home.,717363232,harm betrayal cheating,harm,causeharm hostileencounter confront_98000000 synset-confront-verb-1 attempt_61000000,717363232
I attempt to sabotage an already failed relationship just for good measure.,420944848,cheating betrayal,harm,causeharm attempt_61000000,420944848
I automatically assume anyone who write 'hear me out' be an idiot of the high order.,401743355,cheating,<damaged>,<damaged>,401743355
I avoid a hyper-social old lady with a mental disability who live in my building.,2734300474,harm cheating,harm,causeharm synset-disability-noun-1 experiencebodilyharm,2734300474
I avoid go to my father's house because I don't like the fact he cheat on my mom.,2057706465,harm,cheating care,synset-house-noun-1 cheat_59000100,2057706465
I avoid human interaction more often than not with transit.,2372670960,harm subversion,<no response>,<no response>,2372670960
I baby trap my boyfriend by lie to him about birth control.,1930958144,cheating betrayal,authority harm,synset-birth-noun-1 synset-control-noun-1,1930958144
I back out of plan that be change last minute without consulying me.,1008146614,betrayal,<no response>,<no response>,1008146614
I backstabbed a friend because he make my crush happy and hurt myself for her attention.,2034900969,betrayal,harm,causeharm synset-ache-verb-3 hurt_40081000 experiencebodilyharm,2034900969
I bake cooky for an event and another batch for my classmate and grandmother(birthday) and not give them to my family.,3640273558,cheating,<damaged>,<damaged>,3640273558
I bang a chick after know her for less than an hour and 5 year later i find out i have a kid.,3696959410,degradation,care harm,synset-detect-verb-1 synset-slam-verb-2,3696959410
I basically lie about my entire past to a girl I am seeing. And then I marry her.,2361531373,cheating,<no response>,<no response>,2361531373
"I bite myself out of selfharm, it bruise and i keep bruise it without my SO knowing.",4116782591,harm degradation,care oppression,synset-keep-verb-1,4116782591
