text,text_hash,label,label_predicted,label_triggers,text_hash.1,label_count,label_predicted_count,label_count_matched
I hate disabled people because they use all the isst park spot.,3579254471,subversion,harm,synset-hate-verb-1 hate_31020100,3579254471,1,1,0
I hate furrys and even create a Instagram where I pretend to be a furry and troll this guy from my school who be a furry.,1154231063,harm,harm,synset-hate-verb-1 hate_31020100,1154231063,1,1,1
I hate him so so much. I wish that he woulds disappear for ever!.,3692893834,cheating,harm,synset-hate-verb-1 hate_31020100,3692893834,1,1,0
I hate it when my friend want to hang out just to play PS4.,1795953776,harm,loyalty harm,synset-hate-verb-1 synset-play-verb-1 hate_31020100,1795953776,1,2,1
"I hate it when people eat around me, don't k ow why it just annoy me Id rather eat alone for this reason.",2349278417,harm,harm,synset-hate-verb-1 hate_31020100,2349278417,1,1,1
I hate it when people undermine my hardwork and success by say its because you are asian.,2932088922,harm,harm,synset-hate-verb-1 hate_31020100,2932088922,1,1,1
"I hate jehovah witnesses, and not because they are simply annoying.",985143455,degradation,harm,synset-hate-verb-1 hate_31020100,985143455,1,1,0
I hate middle age people to the extent i scorn them in public private and in business.,841031418,betrayal,harm,synset-hate-verb-1 hate_31020100,841031418,1,1,0
"I hate my brother's girlfriend, and there's nothing I can do about it.",1848449156,harm,harm,synset-hate-verb-1 hate_31020100,1848449156,1,1,1
I hate my daughter and I regret have her every single day of my life.,1326454850,harm betrayal,harm,synset-hate-verb-1 hate_31020100,1326454850,2,1,1
I hate my husband’s dog so much that I wish I have never marry him.,2033654023,harm,harm,synset-hate-verb-1 hate_31020100,2033654023,1,1,1
I hate my mom and my young sibling and I hate myself for feel that way.,2058492143,betrayal subversion harm cheating,harm,synset-hate-verb-1 hate_31020100,2058492143,4,1,1
I hate my niece and wish I could keep her away from my daughter.,3411154550,harm,care harm oppression,synset-hate-verb-1 synset-keep-verb-1 hate_31020100,3411154550,1,3,1
I hate my soon to be ex husband and still want him to suffer.,2445677964,harm,harm,catastrophe synset-hate-verb-1 suffer_31030400 synset-suffer-verb-2 hate_31020100,2445677964,1,1,1
I hate myself and I see my only friend as the person I wish I am.,3820820010,harm,harm,synset-hate-verb-1 hate_31020100,3820820010,1,1,1
I hate myself for not give my Mom a second chance when I am young.,75962102,harm,harm,synset-hate-verb-1 hate_31020100,75962102,1,1,1
I hate myself with every fibre of my be and I don't think it will ever get good.,1863916513,harm,fairness harm,synset-hate-verb-1 hate_31020100 regard,1863916513,1,2,1
I hate people that in an overt effort to combat racism or other demographic oppression be super racist or hateful towards other demographics.,1421620350,degradation,cheating harm,synset-battle-verb-1 hostileencounter synset-racist-noun-1 synset-hate-verb-1 synset-oppression-noun-1 synset-racism-noun-2 hate_31020100,1421620350,1,2,0
I hate people who take the elevator when they can take the stairs.,411703247,harm cheating,harm,synset-hate-verb-1 hate_31020100,411703247,2,1,1
"I hate the sound of some word in my own language, so badly that I bite myself whenever I hear them.",3431867105,harm,harm,synset-hate-verb-1 hate_31020100,3431867105,1,1,1
I hate when people don’t pronounce my name correctly. I am raise in a predominantly white town so I grow up pronounce my name in English.,720974632,cheating,harm,synset-hate-verb-1 hate_31020100,720974632,1,1,0
I have Dissociative Identity Disorder but I cant tell anyone because they'll think im crazy.,313205100,harm,fairness,regard,313205100,1,1,0
I have a bad feeling when something about woman and LGBT stuff appear on my phone.,2873826549,harm subversion degradation,care,synset-telephone-noun-1,2873826549,3,1,0
I have a crush on my teacher despite her be a dick to everyone I like.,1567365199,harm,care,synset-dick-noun-1,1567365199,1,1,0
I have a deep fear of drive and I am afraid I'll never be independent because of it.,2917014720,harm degradation,harm,synset-fear-noun-1,2917014720,2,1,1
"I have a dream I cheat on my girlfriend, and it is amazing.",1383011388,cheating betrayal,cheating,cheat_59000100,1383011388,2,1,1
"I have a huge fight with my bff, but I am cant stand her anymore.",3540915792,harm betrayal,harm,synset-fight-noun-2 hostileencounter,3540915792,2,1,1
I have a preference for lighter skin woman on my tinder profile.,3918665539,harm cheating,fairness harm,inclination synset-skin-noun-1 synset-preference-noun-1 experiencebodilyharm,3918665539,2,2,1
I have always resent my sibling because I feel they ruin my relationship with my mom.,789585668,harm betrayal,harm,destroying synset-destroy-verb-2 ruin_44000000,789585668,2,1,1
I have an affair a year ago and the guilt keep me up at night.,2521503041,betrayal,care oppression,synset-keep-verb-1,2521503041,1,2,0
I have an extremely irrational fear of death at 19 because of how much of my life I havewasted and it is make me waste away even more of my life.,2474980061,harm,harm,synset-fear-noun-1 death synset-death-noun-1,2474980061,1,1,1
I have an urge to fake my own death in a cringey way and re live as a new person.,1924733954,betrayal,harm,death synset-death-noun-1,1924733954,1,1,0
I have be cut myself for 7 year and now I have a permanent raise scar from it.,457448187,harm,harm,causeharm synset-cut-verb-1,457448187,1,1,1
"I have be eat junk food for the past month and it feel horrible, horrible.",3284474409,harm,care,synset-food-noun-1,3284474409,1,1,0
I have be struggle with self harm and eat disorder since the 5th grade and not a single person know.,52896683,harm,harm,synset-struggle-noun-1 synset-injury-noun-1,52896683,1,1,1
I have deliberately abuse of dozen of girl when they are sleep.,3632469687,degradation,harm,synset-maltreatment-noun-1 abusing,3632469687,1,1,0
I have enough self control to quit smoke without any NRT but not enough self control to lose weight.,809706637,harm,authority harm,synset-lose-verb-1 attack synset-control-noun-1 lose_13020000,809706637,1,2,1
I have find the fast way to ruin your life be to chase your dreams.,508106694,harm,care harm,synset-detect-verb-1 synset-destroy-verb-2 ruin_44000000,508106694,1,2,1
I have horrid social anxiety and I havebeen drink alcohol to keep me feel normal.,2843876628,harm,care oppression,synset-keep-verb-1,2843876628,1,2,0
"I have more fun at work than I do when I am with my partner, and I wish my coworker wasn't marry.",1512645042,cheating harm betrayal,loyalty,synset-spouse-noun-1,1512645042,3,1,0
"I have never eat a kit Kat by break the bar, I always eat them like a regular chocolate bar.",2887851970,harm,care,synset-kit-noun-1,2887851970,1,1,0
"I have never look through my boyfriend’s phone, and don’t think I ever will..",4069269200,harm subversion,fairness care,synset-telephone-noun-1 regard,4069269200,2,2,0
"I have over-bearing trust issue and I can't handle it, it is take me over.",3531807154,betrayal,loyalty,synset-trust-noun-1,3531807154,1,1,0
I have physically attack my now ex partner and I know I am the worst.,1700141179,harm,care loyalty harm,attack_33000000 synset-attack-verb-1 synset-spouse-noun-1 attack,1700141179,1,3,1
I have start a collection of all the BIC lighter i will use to burn herb during my college career.,2737513128,harm,harm,synset-burn-verb-1 experiencebodilyharm,2737513128,1,1,1
I have such bad ptsd from my ex abuse me for month that anytime I am alone I think someone in my house or try to break in.,1214196450,harm,fairness care harm,synset-house-noun-1 synset-maltreatment-noun-1 abusing regard,1214196450,1,3,1
I have the sweet revenge on one of my school bully ever by put his name on a bomb threat as a signature which in turn end up on news.,1577398076,harm cheating betrayal degradation,harm,revenge synset-retaliation-noun-1 synset-bomb-noun-1,1577398076,4,1,1
I have this grotesque desire to be a victim of childhood abuse.,3595507385,harm,harm,synset-victim-noun-1 synset-maltreatment-noun-1 abusing,3595507385,1,1,1
I have to force my old sister to bathe by threaten to tell our parent about what be bother her.,1500586519,cheating betrayal,authority care oppression,synset-bathe-verb-1 grooming synset-parent-noun-1 synset-coerce-verb-1 force_59000000,1500586519,2,3,0
I haveadded stranger to my Xbox friend because my friend irl hate me.,1796020423,harm,harm,synset-hate-verb-1 hate_31020100,1796020423,1,1,1
"I havebecome infatuation with a colleague - Married, 2 kids..",2946766143,subversion,loyalty,collaboration synset-colleague-noun-1,2946766143,1,1,0
I havebecome so paranoid it drive me crazy and i struggle with my mental health.,2487885067,harm,harm,synset-struggle-noun-1,2487885067,1,1,1
I havebeen cut my lip intentionally every night for at least the past week.,379591542,harm,harm,causeharm synset-cut-verb-1,379591542,1,1,1
I havebeen frequently try to cheat on my religious girlfriend and I couldn't be happier.,2745376788,cheating,cheating,cheat_59000100,2745376788,1,1,1
"I havebeen get handjobs at massage parlors, and I REALLY enjoy the variety of young women.",2768642016,degradation,care,cure synset-massage-noun-1,2768642016,1,1,0
I havebeen help myself to my son's adhd medication and I don't know how to stop.,2097224766,subversion degradation,care,synset-help-verb-1 help_72000100 assistance synset-medicine-noun-2,2097224766,2,1,0
I havebeen kidnap and try to find my way out of this large basement.,1103370329,harm,care,synset-detect-verb-1,1103370329,1,1,0
I havebeen obsess with a girl for to long and I can't bare to keep it a secret any longer.,2470321992,harm betrayal,care oppression,synset-keep-verb-1,2470321992,2,2,0
"I havebeen set my powered wheelchair to full power, then close my eye and see how far I can go before open them.",3800573874,harm,authority,synset-power-noun-1,3800573874,1,1,0
I havebeen watch video of people die almost daily for over ten years.,1738479873,harm degradation,harm,death die_48020000 synset-die-verb-1,1738479873,2,1,1
I haveconsidered hire a hit man for my mother more than once.,2866353637,harm,care,synset-mother-noun-1,2866353637,1,1,0
I haveghosted everyone who invite me over to watch the Super Bowl because I don't want to break my diet.,3431277899,betrayal subversion,harm,experiencebodilyharm causeharm break_45010000,3431277899,2,1,0
I havelearned this week that my social circle have far more racist than I have ever imagined.,802955645,harm,cheating harm,synset-racist-noun-1,802955645,1,2,1
I havemade a lot of bad choice recently and I don't think I can stop.,1044191143,harm,fairness loyalty,synset-batch-noun-2 regard,1044191143,1,2,0
I havemanaged to drown myself in debt and have no idea what to do.,445912909,cheating,harm,killing drown_40070000 death,445912909,1,1,0
I haveseen a few ISIS beheading video and as a Sword Enthusiast I am shock by their lack of proper weapon or technique.,2864589326,harm,care harm,synset-weapon-noun-1 killing behead_42020000,2864589326,1,2,1
I havewatched Friends before go to bed for the past 6 year and don't plan on stopping.,726605392,harm subversion,care,supply synset-bed-noun-1,726605392,2,1,0
I hide a spider from my boyfriend as light hearted revenge for him be messy.,289217352,harm degradation,harm,revenge synset-retaliation-noun-1,289217352,2,1,1
I hide in the bathroom when I can’t take life. My parent think something’s wrong with me medically.,3055757006,harm,authority fairness care,synset-parent-noun-1 synset-bathroom-noun-1 regard,3055757006,1,3,0
I hide my husband's key so he can't find them in the morning.,2252215581,harm betrayal,care harm,synset-detect-verb-1 synset-key-noun-1,2252215581,2,2,1
I hire someone to threaten my father so that he stop his addiction from alcoholic drinks.,2921996442,harm subversion,harm,threaten_31010000 synset-threaten-verb-2,2921996442,2,1,1
